Topic,Percentage,song_id,song_name,artist,album,Like_Count,Lyric,cover_url,tags,year
0,0.9884039980826202,6128861,찰나가 영원이 될 때 (The Eternal Moment),마크툽(MAKTUB),Red Moon : Beyond The Light,960,서로를 향한 마음이  우주의 작은 뭉쳐짐이라면  이 아름다운 기억이 흩어져도  사라지진 않을 거야    잠들지 못한 바람은  고요히 빛나는 너의 바다로  그 안에 잠겨  죽어도 좋으니 나  네 품에 안겨    너의 이름이 긴 밤을 지나  찰나가 영원이 될 때  얼마나 내가 널 좋아하면  달에 네 목소리가 보여    오색 빛 하늘 별 숲 사이로  너라는 꽃이 피어나  그 세상의 반을 가진다 해도  그저 네 앞에선  꽃에 머물고픈  한 남자일 뿐    오롯이 나를 비춰요  어둠이 드리워도 눈이 부시게  눈물조차  반짝이는 밤의 기적을 노래하네    너의 이름이 긴 밤을 지나  찰나가 영원이 될 때  얼마나 내가 널 좋아하면  달에 네 목소리가 보여    오색 빛 하늘 별 숲 사이로  너라는 꽃이 피어나  그 세상의 반을 가진다 해도  그저 네 앞에선  꽃에 머물고픈 남자일 뿐    밤 하늘 수놓인 모든 것들이  운명 위로 내리는 걸  내 꿈에 안긴 널  한 번 더 가득히 안아  시간을 넘어  빛이 닿는 세계의 바깥까지 함께  너의 깊은 미소의  황홀 속 일렁임은  영원과 이어질 거야    얼마나 내가 널 원하는지  눈을 감아도 너와 마주쳐    쏟아지는 달빛의 선율을 따라  자유의 날개로 향하는 봄날엔  너의 유일한 숨결이 분다,https://image.bugsm.co.kr/album/images/200/40650/4065043.jpg?version=20210919180017.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
1,0.8804033521860096,32382036,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,956,왜 자꾸 날 연구해  아인슈타인도 아니고  왜 그렇게 각을 재   도 아니고  밀고 당기는 게  내 스타일은 더 아니고  알아보다 말 거면  눈에 밟히지나 마 좀 제발  넌 생각이 많아 문제야 문제  머릿속만 들여다보면 뭐 해  각 잴 시간에 답 낼 시간에                 머리 싸매고 고민할수록              맘이 가는 대로   맘이 시킨 대로        그래 뭘 알아냈어  그동안 나에 대해  다음 과목은 뭐야         백날 연구해봤자 이런 식이면   분 단위로 바뀌어대는  내 맘은 못 풀어낼걸  넌 생각이 많아 문제야 문제  머릿속만 들여다보면 뭐 해  각 잴 시간에 답 낼 시간에                 머리 싸매고 고민할수록              맘이 가는 대로   맘이 시킨 대로                     사랑 앞에서 이론이 무슨 소용        이론 빠삭한  아인슈타인  보단 불도저  프랑켄슈타인  처럼 돌진해 서툰데 멋지네  거침없이 세게         답이 없어 재미있는 걸 넌 왜 몰라  답을 몰라 설레었던 걸 넌 왜 몰라  나사 하나 빠진 것처럼 사랑하자  딱 하나만 아는 바보 된 것처럼               연구해      충분히                   말했잖아                     머리 싸매고 고민할수록              맘이 가는 대로   맘이 시킨 대로      ,https://image.bugsm.co.kr/album/images/200/204321/20432142.jpg?version=20211113003124.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
2,0.8306379455282116,32135050,마지막 날에 (Moving On),규현 (KYUHYUN),마지막 날에 (Moving On),949,꿈이었나 봐 방금 네가  내 어깰 살며시 토닥이며  잠들 때까지 바라보다  아무 말 없이 나를 끌어안아 주던  그래 우리 오늘 이별한 거야  이제 모든 기억 아픔 추억 사랑  따스했던 그대 손길 뒤로한 채  모른 척 또 다른 곳을 찾아야 해  피곤한 눈 비벼가며 그댈 찾던  혹시 어디 다칠까 봐 맘 졸이던  그런 내가 네 옆에 없을 거야 이젠  그러니 마음 굳게 먹어야 해 그대  아마도 작년 이 맘 때쯤  무심하게 하루를 보내다가  그대를 알고 사랑하고  부둥켜안고 서로 좋아하던 그때  반짝이는 별빛 아래 만나  시간이 지나 좀 더 깊어지려 할 때  한 소절씩 읊어가던 나의  맘을 담은 그대에게 부르는 노래  피곤한 눈 비벼가며 그댈 찾던  혹시 어디 다칠까 봐 맘 졸이던  그런 내가 네 옆에 없을 거야 이젠  그러니 마음 굳게 먹어야 해 그대  있잖아 습관에 흔들려선 안 돼  보고 싶어도 약해지면 절대로 안 돼  무던하게 버텨야만 해 쉽지 않을 거 잘 알잖아  금세 지나갈 거야 소나기처럼  피곤한 눈 비벼가며 그댈 찾던  혹시 어디 다칠까 봐 맘 졸이던  그런 내가 네 옆에 없을 거야 이젠  그러니 마음 굳게 먹어야 해 그대,https://image.bugsm.co.kr/album/images/200/203752/20375289.jpg?version=20210129174029.0,"['국내', '100시리즈', '2021년', '2021 뮤직PD 선곡 TOP100']",2021y
1,0.5335807664738634,6133773,MAVERICK,더보이즈(THE BOYZ),THE BOYZ 3rd Single Album [MAVERICK],945,단위     숨이 탁 막히기 보단 즐겨     뭐라건 신경 쓰지 않고    더는 거절해  뻔한  어디서 본         새롭게 눈을 뜨는 걸    거울 속 마주한  난 더 멀리 더 멀리  달아나는 걸     난 오직     뻔한   속의 장면들을 도려 내  모든 게 나에겐                 확실한                        장악해                   시작되는 지금     갇혀있던 틀을 깨부셔           우리만을 비춰     다들 똑같으려 애쓸 때  있는 그대로 존재 해                       그냥 가 하던 대로 해     남들 다 하는 대로 하는 게 답이야  너나 그래 흔한    결국 널 놀라게 만들어   어디서 본 길     매번 삐딱할까 난 왜 이리  다 걸어 난 내게        알잖아 이미    거울 속 마주한  난 더 멀리 더 멀리  달아나는 걸     난 오직     뻔한   속의 장면들을 도려 내  모든 게 나에겐                 확실한                        장악해                   오직 내 맘 속의 나를 마주 해  쉴 새 없이 빨라지는    그 자세 그대로       나 만의   그 유일한 느낌이  거세게 덮쳐 오는 그 순간        바뀐 이  속  확실한                        장악해                   시작되는 지금     갇혀있던 틀을 깨부셔           우리만을 비춰     다들 똑같으려 애쓸 때  있는 그대로 존재 해              ,https://image.bugsm.co.kr/album/images/200/40668/4066827.jpg?version=20211102063252.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.6716079388489419,6128245,LALISA,리사(LISA),LALISA,944,내 뒷모습만 봐도 알잖아  어두워질 때 분홍빛이나  새하얀 조명이 날 깨우면  번쩍번쩍 세상을 흔들어  머리를 하얗게 비운채  시끄런 감정은 태울래      그때 난 네 갈증을 해소할 샴페인    나를 들이켜  그래 더 저 높이 내  받들어         세상에게 알려 내 이름에다 입맞춰                   알잖아   뭘 더 어쩌라구                          알잖아   뭘 더 어쩌라구                                                                                                     세상에게 알려 내 이름에다 입맞춰                   알잖아   뭘 더 어쩌라구                          알잖아   뭘 더 어쩌라구        누구와도 비교 못해 그래봤자                  지금 너의 두 눈 앞에 서있는  내 이름을 기억해                 어떻게 하는지 다 보여줘도  태국에서 한국 거쳐 여기까지                새까만 핑크빛 왕관        하늘 위 당당해     저들은 날 원해                                  알잖아   뭘 더 어쩌라구                          알잖아   뭘 더 어쩌라구      ,https://image.bugsm.co.kr/album/images/200/40647/4064789.jpg?version=20211027003433.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.9651664428216384,32375519,Yours,진(Jin),지리산 OST Part.4,933,깊어진 하루 길어진 내 그림자  저 멀리 해는 저물고 있어  짙어 가는 어둠 속에서 헤메이고 있나 봐  이곳에 갇혀버린 걸까  아직도 숨 쉬는 곳  그곳에 다가가야 해                  이곳에서 기다리고 있어                    어둠 속에 너를 불러주면  내게로 들려오는 건  깊은 내 숨결들  시간이 멈춰버린 곳  이젠 다 되돌려야 해                  이곳에서 기다리고 있어                    어둠 속에 너를 불러주면  일렁이는 태양이 숨 쉬는 곳  난 아직 이대로 멈춰                  이곳에서 기다리고 있어                    어둠 속에 너를 불러주면,https://image.bugsm.co.kr/album/images/200/204307/20430735.jpg?version=20211130010721.0,"[""IT'S NEW! 신곡 에센셜"", 'NewSongs']",2021y
1,0.5022087457143682,32349608,WAITING,WOODZ (조승연),ONLY LOVERS LEFT,929,너는 뒤는 못보는 듯해  잠긴 맘이 내 눈에 보이네                 다른 연락을 기다린 듯 했어  한 박자 느린 너의 웃음에서  넌 맘이 떠있네      잡힐듯 잡히지 않아       눈이 멀어져가는 듯해              너 진짜 내게  왜이래          널 지워도        너는 어딜 향해         이상하잖아 예전과는 다른   아닌척 마 너는 분명히 변했어        네게            우리 사랑엔 독이 가득 배어있어  너를 바라보는 내 모습에선  질투만 가득해         잡힐듯 잡히지 않아       눈이 멀어져가는 듯해              너 진짜 내게  왜이래          널 지워도        너는 어딜 향해                                   너가 준 아픔은    너를 향한 맘은            넌         너 진짜 내게  왜이래          널 지워도        너는 어딜 향해                                 ,https://image.bugsm.co.kr/album/images/200/204244/20424402.jpg?version=20211006005309.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.5651814491955398,6075923,어른처럼 (With. 죠지),권진아,우리의 방식,837,뭘 그렇게 어른 흉내를  내겠다고 나도 참  이름 모를 감정에  아이처럼 눈물을 쏟아도  괜찮은 척을 해  숨기는 건 참 잘해  가끔 네가 겹쳐 보여도 다 괜찮대  알 길 없이 자꾸 눈앞이 흐려지는데  애써 웃어 다 좋은 것처럼 내 곁에  이 사람은 알면 안 되니까  그럼 안 되는 거니까  아파도 잘 견뎌  사소하게  스치는 맘까지  다 살피기엔 일과 사랑만도 버거워  그래 난 정말 잘 해내고 싶었어  사랑해서 아깝지 않았어  다 지난 일이야  그게 내 최선이었어  가끔 내가 겹쳐 보여도 모른 체해  알 길 없이 자꾸 가슴이 아려온대도  애써 웃어 다 좋은 것처럼 너의 곁에  그 사람은 알면 안 되니까  그럼 안 되는 거야  아파도 잘 견뎌  다 괜찮아질 거야  언젠가 그리되겠지  너무 멀리 왔어 그냥 이대로 간직해  다 지나가 늘 그래왔잖아  어른처럼  끝을 잘 맺어보는 거야  근사한 추억으로 남을 수 있게,https://image.bugsm.co.kr/album/images/200/40308/4030811.jpg?version=20210421042938.0,"['국내', '100시리즈', '2021년', '2021 뮤직PD 선곡 TOP100']",2021y
1,0.8173668538241625,6120005,과제곡 (교수님 죄송합니다),이무진,과제곡,836,교수님 죄송합니다  죄송합니다 교수님 죄송합니다  예 교수님 과제는 개군요 네  아뇨 불만 없어요 다 해올게요 네  심지어 창작 과제가 개라구요 아  잠을 줄여서라도 해야죠 암요 암요  어 궁금하진 않지만  질문은 없냐 시기에 여쭤보자면  학생들에게 다  이런 과제를 내주시나요  이 노래는 교수님이 쓰라 해서  쓰는 노래 솔직히 대충 만들었네  다음 주엔 인간적인 양의 과제를  받았음 해 그랬음 해 어  교수님 죄송합니다  이런 가사를 썼기에  교수님 죄송합니다  기타야 사과드려  과제를 받았지만 또 다른 할 일이  산처럼 쌓여 있었기에  미루고 미루다  하루 전 날에 애써 만든  이 노래는 교수님이 쓰라 해서  쓰는 노래 솔직히 대충 만들었네  다음 주엔 인간적인 양의 과제를  받았음 해 그랬음 해 어  교수님 죄송합니다  이런 가사를 썼기에  교수님 죄송합니다  진짜 진짜  아 진짜 죄송합니다  아 진짜 죄송합니다  죄송합니다  그렇게 잠도 안 자고  밤 새가며 다 하고  박카스 빈 병은 늘어나기만 하고  원래 피곤한 얼굴에 더해진 다크서클은  고장이 났나  이른 아침 교시 기타를 메고 등교해  강의실 문을 똑똑똑 안녕하세요  과제 몇 개 해왔냐는 교수님의 질문에  다 해왔어요  그걸 진짜 다 해왔어요,https://image.bugsm.co.kr/album/images/200/40567/4056767.jpg?version=20210718063558.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
2,0.5856689013508792,6128206,PING PONG,현아&던,1+1=1,834,오직 너만이 흔들어 날  내게 콧노래를 불러    슬쩍 앙큼하게 굴어 난    맘대로 대로   말해 널    예전에 못한 말을 바로 할게  바래 넌 나의       맘대로 대로   오늘만 살아 더 흔들어 봐  누가 뭐래도 즐거우니까   티키타카              티키타카타       티키타카타       달링  달링  날 더 상상해       달링  달링  모두 다 같이          검은 머리 파 뿌리  푸른 초원 위 우리 집 으리으리 마무리  우리 함께 발을 맞춰     조화롭게 어우러져  과카몰리  어디든 단둘이야  어딜 봐 여길 봐 깐따삐야          부비      무야호 신난다는 거지  오늘만 살아 더 흔들어 봐  누가 뭐래도 즐거우니까   티키타카              티키타카타       티키타카타       달링  달링  날 더 상상해       달링  달링  모두 다 같이       줄리엣   달이 뜬 이 밤 창문을 열어  너와 나의 아침은 아직 멀어         실루엣   달이 비치는 나의 마음 여려  내게 미치는 너의 마음 어려        티키타카타  티키타카타       달링  달링  날 더 상상해       달링  달링  모두 다 같이      맘대로 대로           ,https://image.bugsm.co.kr/album/images/200/40647/4064764.jpg?version=20210910063310.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
2,0.5797539951719354,6131119,밤새 니가 내려,케이시,밤새 니가 내려,810,밤새 니가 내려 나를 적시면  텅 빈 내 방 안이 너로 가득 차  널 잊는다는 게 쉽지 않아서  밤새 니가 내리나 봐    길었던 시간만큼   잊혀지지 않나 봐  여전히 나는    몇몇의 기억들은  되려 미화되어서  날 더 슬프게 해    이렇게 아름답기만 한 사랑 얘기는  한낱 나의 오랜 기억이 꾸며낸 걸까  진짜 우리의 모습을   진짜의 시간들을 찾고 싶어 난  서투르고 이상해도  그래서 우리답게 사랑할 수 있어 좋았어     밤새 니가 내려 나를 적시면  텅 빈 내 방 안이 너로 가득 차  널 잊는다는 게 쉽지 않아서  밤새 니가 내리나봐    그저 흐르는 대로  흘러갈 수 있다면  언젠간 나도    눈을 감으면 그냥  잠이 들 수 있을까  니 생각 없이도    밤엔 생각이 꼬리의 꼬리를 물어서  우리의 첫 만남까지 거슬러 올라가  그때의 공기 향기도 멋쩍은 웃음까지도  어찌 사랑하지 않아  서투르고 이상해도  그래서 우리답게 사랑할 수 있어 좋았어     밤새 니가 내려 나를 적시면  텅 빈 내 방 안이 너로 가득 차  널 잊는다는 게 쉽지 않아서  밤새 니가 내리나봐    하염없이 내려 이러다가 또  니 생각에 잠겨 숨도 못 쉬어 나  널 잊지 못하고 오늘 밤도 난  밤새 니가 내리나봐,https://image.bugsm.co.kr/album/images/200/40658/4065853.jpg?version=20211111222009.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.6596916776705113,6126398,술버릇 (운전만해 그후),브레이브걸스(Brave Girls),After ‘We Ride’,803,술 취해 눌러버린 전화번호  실수로 눌러버린 통화 버튼  기억이 나지 않아 내 술버릇  눈뜨면 또다시 후회뿐인 내 맘  막막했던 그날 그 차 안 말이 없던  우리 사이보다 좀 더 멀어진 것만 같아  아픈 내 맘 왜 몰라                  이렇게     너를 못 잊어  이별이 아직 내겐 익숙하지 않아       너를 기억해  아직도 내 머린 너에게 달려가 내 술버릇  술버릇 술버릇 술버릇 술버릇  우린 끝난 거잖아 나도 알고 있단 말야                넘 나빴어 넌 네가 없으면  힘든 날 알면서도 부재중    수많은              네 을 계속 울리며 나도 울어    안 받을 걸 알며 또 기대란 걸 하며   내 손은 이미     이렇게     너를 못 잊어  이별이 아직 내겐 익숙하지 않아       너를 기억해  아직도 내 머린 너에게 달려가 내 술버릇  술버릇 술버릇 술버릇 술버릇  네가 싫어할까 수백 번 망설인    알콜이란 힘을 빌려  다시 한번 울려 너의   내 버릇 알면서도    모르는 척 받아주면 안 되니          술버릇 아니 너를 잊지 못한 나의 버릇,https://image.bugsm.co.kr/album/images/200/40640/4064088.jpg?version=20210824063231.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.584901064169877,6130746,DDARA,골든차일드,DDARA,790,따라와   나만 믿고                   그게 뭔데 나다운 거  이건 이래  또 저건 저래  시선에 자꾸 치이고  말들에 자꾸 치이고  변하지 말래  다 변하는데  널 가두는 입들       우린 계속 꿈을 꾸는 것뿐이야  널 들려줄래         널 알려줄래      계절이 또 바뀌듯이  그저 받아들이면 돼              멈추지 마  깊은 밤이 널 마주해도          날 꽉 잡아 넌  빛을 따라 달릴 테니까                                따라와                            따라와            안개가 걷히고  더 거칠어진 숨소리가 덧칠해져  덫뿐인 이 길에서  넌 나를 따라올 수 없게 되어버려도  끝까지 매달려줘   어둠부터 빛까지 내달려    날 따라 널 향해   불러  춤춰 아무도 다 따라 하지 못해     포기 못 해  이 순간 가득히 더 따라   날 불러줄래          널 막아설 때      계절이 또 바뀌듯이  그저 받아들이면 돼              멈추지 마  깊은 밤이 널 마주해도         날 꽉 잡아 넌  빛을 따라 달릴 테니까                               따라와                            따라와   널 가두지 마  차가운 바람이 몰아쳐도   날 놓치지 마  빛이 널 감싸 안을 때까지                    따라와                     날 따라                          ,https://image.bugsm.co.kr/album/images/200/40657/4065716.jpg?version=20211030170001.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.683301045166942,6063131,아무도 모르는 노래,Colde(콜드),이상주의,765,나를 스쳐가는 그대  내 말을 들어줘  걸음을 멈추고  내 노랠 들어줘     텅 빈 거리 가로등 불  날 밝게 비추면  무대를 시작해  나 홀로 여기서     축 처진 고개들과  비틀거리는 그림자  그렇게 나는 불청객이 돼  아무도 모르는   노래를 부르며   텅 빈 거리 위  채우는 멜로디  난 꿈을 부르지  늘 꿈을 그리지   아무도 모르는  노래를 부를래  지나가는 너의  마음을 붙잡을 수 있길 바라며,https://image.bugsm.co.kr/album/images/200/40267/4026763.jpg?version=20210421042900.0,"['국내', '100시리즈', '2021년', '2021 뮤직PD 선곡 TOP100']",2021y
2,0.5772697598839454,6128231,PADO,비비(BIBI),PADO,743,너는 두 눈을 감은 채  내게 기대어오며  머리칼로 날 간질 때마다  가벼운 입맞춤으로  무거운 맘을 지우며  정신 못 차리게 만들어  날 흔들어 놔  온통  날 들었다 놔 그저 발만  동동  난 알 수 없네  도통               살려줘   니 생각만 하게 돼      나를 네 품에 가두어  나의 숨을 끊을 듯  놓아줄 생각이 없어 보여  너를 밀어내 봐도  다시 밀리어 오며  생각할 틈을 주지 않네                             살려줘   니 생각만 하게 돼      잠겨 죽어도 좋으니 내게 밀려오라  깊어져도 좋으니 날 담구어 주라                                             날 풀어주던가  완전히 잡아줘       살려줘   니 생각만 하게 돼      잠겨 죽어도 좋으니 내게 밀려오라  깊어져도 좋으니 날 담구어 주라,https://image.bugsm.co.kr/album/images/200/40647/4064776.jpg?version=20210915003651.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.37528098621625916,32237796,감기 (Feat. 창모),헤이즈(Heize),HAPPEN,731,내 기억을 삼켜 물과 함께  찬바람 들지 못하게  이불 덮고 한숨 자고 일어나면  괜찮아질 테니까  약이었을까 병이었을까  우릴 이어주던 손은 벽이었을까  사랑한단 말은 나의 성의였을까  뜨겁게 타오르던 그건 그냥 열이었었나 봐  네가 유독 약한가 봐  나는 괜찮은 걸 보면  난 우리 사진 속에 너를 너무 쉽게 오려  괜찮아  사랑이 아닌 걍 병이었었다면  괜찮아질 테니까  한숨 자고 일어나면  가야 해  너와 나 둘 중 하나  더 아프기 전에  보낼게  좋았던 추억까지  나쁘기 전에  아파 아파 다 아파  지나가는 중인 거야  난 잘 아프지 않아  그런 놈이 아프면 더 아파하는 거 알아  딱 하루 누워 보낼 감기마저도 죽기 전 같은  고통을 느끼며 그렇게나 앓는다는 말이야  낫겠지 그럼 언제 그랬냐는 듯  행동하는 듯해도  맘에 가득 안은 두려움에 많은 인파 속에 있길  피하게 돼 만남이 존재할 텐데  그러면 누군가에게 또 감기를 옮고 말 텐데  정말 아이러니해 아플 짓을 말자고  백번 다짐해도 결국 겪는 바이러스니  네가 내게 다가올 때도 말했던     그 몇 분 후엔 도 없이 나를 줬지  그래 다신 아프지 마  수프 한 스푼으로 나 자신을 살피지만  그냥 용서할 테니  들어와주라 내 집  비밀번호도 같고  수건만 적셔주길  가야 해  너와 나 둘 중 하나  더 아프기 전에  보낼게  좋았던 추억까지  나쁘기 전에  아파 아파 다 아파  지나가는 중인 거야                              내 기억을 삼켜 물과 함께  찬바람 들지 못하게  이불 덮고 울다 지쳐 눈 감으면  다 사라질 테니까,https://image.bugsm.co.kr/album/images/200/203977/20397734.jpg?version=20210521002943.0,"['국내', '가요', '여름', '여성보컬', 'KPOP', '아이돌']",2021y
2,0.9876141836156315,32136561,미미 (MIMI),유라(youra),GAUSSIAN,728,이마에 미끄러진 먼동의 싹이  뜨거워 질만큼 그대가 떠오르네  예쁘게 뜨겁게 하네  헛된 품에서 꿈을 찾는 내가  어린 자국을 더듬어 보는 내가  슬프게 눈물 나게 하네  착한 마음 나쁜 마음  죄가 되지 않을 만큼만 덜어내  나쁜 마음 그 나쁜 마음  너의 못된 숨은 누구의 목을 물게 되니  착한 마음 그 나쁜 마음  저 나무는 고개 숙일 계절을 안 건지  나쁜 마음 그 나쁜 마음  그 예쁜 손 그 예쁜 눈  미미하게 사라져  미미는 왜 날 떠났어  사랑은 왜 없어져  친구야 날 좀 찾아줘  미미하게 사라져  미미는 왜 날 떠났어  우리는 다시 만나서  우리는 다시 우리는 다시  잠과 잠 좀 자야지의 사이  뜨거워 질만큼 그대가 떠오르네  예쁘게 뜨겁게 하네  날이 밝을 때까지 해야지  여린 풀을 뜯고 있던 내가  슬프게 눈물 나게 기억나게 하네  착한 마음 나쁜 마음  죄가 되지 않을 만큼만 덜어내  나쁜 마음 그 나쁜 마음  너의 못된 숨은 누구의 목을 물게 되니  착한 마음 그 나쁜 마음  저 나무는 고개 숙일 계절을 안 건지  나쁜 마음 그 나쁜 마음  그 예쁜 손 그 예쁜 눈  미미하게 사라져  미미는 왜 날 떠났어  사랑은 왜 없어져  친구야 날 좀 찾아줘  미미하게 사라져  미미는 왜 날 떠났어  우리는 다시 만나서  우리는 다시 우리는 다시,https://image.bugsm.co.kr/album/images/200/203756/20375620.jpg?version=20210223172803.0,"['국내', '100시리즈', '2021년', '2021 뮤직PD 선곡 TOP100']",2021y
1,0.6058465300999265,6132107,Work Work,이진혁,Ctrl+V,709,나 지금 일 한 대도  안 해 넌 들은 체도  몇 번이고 또 전활 거네  어쩌면 연애도 일 같이  입버릇처럼 맞지  너에게 답을 해줘야 해  아 너무 귀찮아 귀찮아  아 너무 귀찮아 귀찮아  할 일은 너무 많은데  난 너무 귀찮아  종일 내 폰은  징 징 징 징 대  내 머릿속은  윙 윙 윙 윙 해  이것 좀 들어봐  무거워 죽겠네  내 하루의 무겐  어질어질해  낮부터 밤까지  연락 바라지만  잠시만 나를 내버려 둘래  난 일해   제일 신나 벌 때  물들어 올 때 노를 더 저어야 해  때론 내버려 둬  이해가 잘 안된대도  나를 믿고 좀 더 기다려줄래        연락 안 돼도 재촉 말아줘    변한 게 아냐 내 맘을 알아줘         나 좀 내버려 둘래   새벽을 뒤로한 채  오늘의 일을 시작해  내 하루는 이틀 같아 정신이 없네       이게 내   난 좀 더 집중이 필요해  너도 말했잖아 내가  일하는 모습이 가장  멋있다며 왜 자꾸 나를 괴롭히는 건데      어디 가지 않을 테니  끝날 때 까지만 좀만 기다려줘   이것 좀 들어봐  무거워 죽겠네  내 하루의 무겐  어질어질해  낮부터 밤까지  네 생각 해    바쁜 척한다고 하지 좀 마  난 일해   제일 신나 벌 때  물들어 올 때 노를 더 저어야 해  때론 내버려 둬  이해가 잘 안된대도  나를 믿고 좀 더 기다려줄래        연락 안 돼도 재촉 말아줘    변한 게 아냐 내 맘을 알아줘         나 좀 내버려 둘래     회전목마 같은데     벗어날 수가 없네  폰 덮어놔 혼자만의 시간  머리 좀 식히게     될 대로 돼라 에라 모르겠다  내 맘을     할게 복사  조준해 발사 발사 발사 쏠게  점 샷  날 믿어 봐 봐 바빠  딴짓 하는 게 아냐 지금                                   나 좀 내버려 둘래                 나 좀 내버려 둘래,https://image.bugsm.co.kr/album/images/200/40662/4066232.jpg?version=20211028011415.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
0,0.9935206888827494,6134458,월하미인 (月下美人 : LUNA),원어스(ONEUS),BLOOD MOON,686,칠흑 같은 밤 홀로 우는 달  그 빛 따라 네가 피고 질까  시간을 거슬러 저 새들처럼  훨훨 더 높이 날아가  아리따웠던 순간의 떨림  나를 감싸던 따스한 두 손이 그리워져  또 찾게 돼 널  덧없이 기다려  시간 따라 흘러가리라  바람 따라 떠나간 너의 빈자리  너는 마치 홀로 피는 꽃  검은 구름아 저 달빛을 가려다오  한밤에 밤에 핀 눈부신 빛처럼  달빛에 반해 핀 하이얀 꽃처럼  한순간 사라진 하룻밤 꿈처럼  별 따라가다 십 리도 못 가라  한밤에 밤에 핀 눈부신 빛처럼  달빛에 반해 핀 하이얀 꽃처럼  한순간 사라진 하룻밤 꿈처럼  달 아래 너는 참 아름답구나  눈을 가려도 아름다워 넌  나를 바라보는 널 끌어안을 때  바람마저 널 찾아 오매불망인데  홀린 듯 밤을 새 헤매인다  가리워지는 너의 뒷모습  붙잡지 못한 우리 이야기  되돌린다면 다시 한번  말할 수 있을 텐데  시간 따라 흘러가리라  바람 따라 널 따라가  너는 마치 홀로 피는 꽃  검은 구름아 저 달빛을 가려다오  한밤에 밤에 핀 눈부신 빛처럼  달빛에 반해 핀 하이얀 꽃처럼  한순간 사라진 하룻밤 꿈처럼  별 따라가다 십 리도 못 가라  한밤에 밤에 핀 눈부신 빛처럼  달빛에 반해 핀 하이얀 꽃처럼  한순간 사라진 하룻밤 꿈처럼  달 아래 너는 참 아름답구나  널 찾아 헤매다  무심코 지나친 꽃이 참 예쁘구나  그게 바로 너였구나  금세 꺼지고 부는 찬 바람 같아  후하면 날아가 먼지같이  손이 닿을 듯 말 듯한 꽃잎들아  다시금 내게로 오라  바람아 불어라  끝내 말하지 못한 이 말 전해다오  한밤에 밤에 핀 눈부신 빛처럼  달빛에 반해 핀 하이얀 꽃처럼  한순간 사라진 하룻밤 꿈처럼  별 따라가다 십 리도 못 가라  한밤에 밤에 핀 눈부신 빛처럼  달빛에 반해 핀 하이얀 꽃처럼  한순간 사라진 하룻밤 꿈처럼  달 아래 너는 참 아름답구나,https://image.bugsm.co.kr/album/images/200/40671/4067125.jpg?version=20211110063658.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
2,0.9879963101006219,6132172,그래도 사랑이었잖아,거미,그래도 사랑이었잖아 (감정공유 : 거미),679,그래도 사랑이었잖아 우리  아픈 추억까지도  괜찮아 나는 행복했으니까  우리가 함께했던 날  많이 힘겨웠던 거 알면서도 나는  그땐 몰랐던 거 알면서도 나는  언제까지나 변함없는 맘으로  너를 기다리면서 살아가도록 해볼게  지켜준다던 그 약속들마저 거짓으로  기억되지 않기를  그래도 사랑이었잖아 우리  그래도 사랑이었잖아 우리  다른 사람 만나도  괜찮아 나는 행복했으니까  우리가 함께했던 날  많이 멀어졌던 거 알면서도 나는  지난 후회란 걸 알면서도 나는  언제까지나 변함없는 맘으로  너를 기다리면서 살아가도록 해볼게  지켜준다던 그 약속들마저 거짓으로  기억되지 않기를  그래도 사랑이었잖아 우리  그리운 사람이었음을  아쉬운 사랑이었음을  아직도 보고 싶지만  잘 가요 나에게 사랑을 알려준 사람  다신 못 볼 그 사람 언제까지나 행복해  고마웠어요 혹시 우리가 우연이라도  마주치게 된다면  그래도 사랑이었음을 우리,https://image.bugsm.co.kr/album/images/200/40662/4066259.jpg?version=20211126010550.0,"['NewSongs', ""IT'S NEW! 신곡 에센셜""]",2021y
